,ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,bid_sz_00,bid_ct_00,ask_px_00,ask_sz_00,ask_ct_00,bid_px_01,bid_sz_01,bid_ct_01,ask_px_01,ask_sz_01,ask_ct_01,bid_px_02,bid_sz_02,bid_ct_02,ask_px_02,ask_sz_02,ask_ct_02,bid_px_03,bid_sz_03,bid_ct_03,ask_px_03,ask_sz_03,ask_ct_03,bid_px_04,bid_sz_04,bid_ct_04,ask_px_04,ask_sz_04,ask_ct_04,bid_px_05,bid_sz_05,bid_ct_05,ask_px_05,ask_sz_05,ask_ct_05,bid_px_06,bid_sz_06,bid_ct_06,ask_px_06,ask_sz_06,ask_ct_06,bid_px_07,bid_sz_07,bid_ct_07,ask_px_07,ask_sz_07,ask_ct_07,bid_px_08,bid_sz_08,bid_ct_08,ask_px_08,ask_sz_08,ask_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_09,ask_sz_09,ask_ct_09,symbol,order_id
379,2025-07-17T13:56:11.001642441Z,2025-07-17T13:56:11.001642441Z,10,2,1108,A,B,0,13.28,1,128,167785,89819278,13.28,1,1,14.2,2,1,13.26,2,1,14.59,100,1,13.25,11,1,14.83,100,1,12.99,100,1,14.87,100,1,12.73,100,1,14.95,700,1,12.67,100,1,14.99,700,1,12.47,100,1,15.07,700,1,12.46,100,1,15.09,100,1,12.43,700,1,15.14,700,1,12.42,700,1,15.16,100,1,ARL,107702381
380,2025-07-17T13:56:11.005384065Z,2025-07-17T13:56:11.005384065Z,10,2,1108,A,B,0,13.28,10,130,166064,89819705,13.28,11,2,14.2,2,1,13.26,2,1,14.59,100,1,13.25,11,1,14.83,100,1,12.99,100,1,14.87,100,1,12.73,100,1,14.95,700,1,12.67,100,1,14.99,700,1,12.47,100,1,15.07,700,1,12.46,100,1,15.09,100,1,12.43,700,1,15.14,700,1,12.42,700,1,15.16,100,1,ARL,107702861
381,2025-07-17T13:56:11.005385425Z,2025-07-17T13:56:11.005385425Z,10,2,1108,A,A,0,13.94,10,130,165244,89819706,13.28,11,2,13.94,10,1,13.26,2,1,14.2,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,ARL,107702865
382,2025-07-17T13:56:11.013654317Z,2025-07-17T13:56:11.013654317Z,10,2,1108,A,A,4,14.84,100,130,165540,89820163,13.28,11,2,13.94,10,1,13.26,2,1,14.2,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.84,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,ARL,107703205
383,2025-07-17T13:56:11.026515306Z,2025-07-17T13:56:11.026515306Z,10,2,1108,A,A,4,14.84,100,130,165473,89820408,13.28,11,2,13.94,10,1,13.26,2,1,14.2,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.84,200,2,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,ARL,107703433
384,2025-07-17T13:56:11.101751649Z,2025-07-17T13:56:11.101751649Z,10,2,1108,C,B,0,13.28,1,130,165121,89823845,13.28,10,1,13.94,10,1,13.26,2,1,14.2,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.84,200,2,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,ARL,107702381
385,2025-07-17T13:56:19.511590204Z,2025-07-17T13:56:19.511590204Z,10,2,1108,C,B,0,13.28,10,130,165138,90148349,13.26,2,1,13.94,10,1,13.25,11,1,14.2,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.84,200,2,12.47,100,1,14.87,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.09,100,1,ARL,107702861
386,2025-07-17T13:56:22.511968820Z,2025-07-17T13:56:22.511968820Z,10,2,1108,C,A,0,13.94,10,130,165903,90281309,13.26,2,1,14.2,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.84,200,2,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,12.37,700,1,15.14,700,1,ARL,107702865
387,2025-07-17T13:56:22.516990420Z,2025-07-17T13:56:22.516990420Z,10,2,1108,C,A,3,14.84,100,0,165498,90281853,13.26,2,1,14.2,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.84,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,12.37,700,1,15.14,700,1,ARL,107703205
388,2025-07-17T13:56:22.517362170Z,2025-07-17T13:56:22.517362170Z,10,2,1108,C,A,3,14.84,100,0,165484,90281893,13.26,2,1,14.2,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,12.37,700,1,15.16,100,1,ARL,107703433
389,2025-07-17T13:56:22.517362170Z,2025-07-17T13:56:22.517362170Z,10,2,1108,A,A,10,15.26,100,130,165484,90281893,13.26,2,1,14.2,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,12.37,700,1,15.16,100,1,ARL,108217173
390,2025-07-17T13:56:40.757635216Z,2025-07-17T13:56:40.757635216Z,10,2,1108,C,A,0,14.2,2,0,165678,90866180,13.26,2,1,14.59,100,1,13.25,11,1,14.83,100,1,12.99,100,1,14.87,100,1,12.73,100,1,14.95,700,1,12.67,100,1,14.99,700,1,12.47,100,1,15.07,700,1,12.46,100,1,15.09,100,1,12.43,700,1,15.14,700,1,12.42,700,1,15.16,100,1,12.37,700,1,15.26,200,2,ARL,84628773
391,2025-07-17T13:56:40.757635216Z,2025-07-17T13:56:40.757635216Z,10,2,1108,A,A,0,14.36,2,130,165678,90866180,13.26,2,1,14.36,2,1,13.25,11,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,12.37,700,1,15.16,100,1,ARL,108872153
392,2025-07-17T13:57:40.141855674Z,2025-07-17T13:57:40.141855674Z,10,2,1108,C,B,0,13.26,2,0,166649,92821039,13.25,11,1,14.36,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,12.37,700,1,15.14,700,1,12.36,200,2,15.16,100,1,ARL,87750309
393,2025-07-17T13:57:40.141855674Z,2025-07-17T13:57:40.141855674Z,10,2,1108,A,B,1,13.12,2,128,166649,92821039,13.25,11,1,14.36,2,1,13.12,2,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,12.37,700,1,15.16,100,1,ARL,111169049
394,2025-07-17T13:57:44.947591620Z,2025-07-17T13:57:44.947591620Z,10,2,1108,C,A,0,14.36,2,0,165617,92961696,13.25,11,1,14.59,100,1,13.12,2,1,14.83,100,1,12.99,100,1,14.87,100,1,12.73,100,1,14.95,700,1,12.67,100,1,14.99,700,1,12.47,100,1,15.07,700,1,12.46,100,1,15.09,100,1,12.43,700,1,15.14,700,1,12.42,700,1,15.16,100,1,12.37,700,1,15.26,200,2,ARL,108872153
395,2025-07-17T13:57:44.947591620Z,2025-07-17T13:57:44.947591620Z,10,2,1108,A,A,0,14.5,2,130,165617,92961696,13.25,11,1,14.5,2,1,13.12,2,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,12.37,700,1,15.16,100,1,ARL,111347121
396,2025-07-17T13:59:50.477745739Z,2025-07-17T13:59:50.477745739Z,10,2,1108,C,B,0,13.25,11,130,165419,96389796,13.12,2,1,14.5,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,12.37,700,1,15.14,700,1,12.36,200,2,15.16,100,1,ARL,44586753
397,2025-07-17T13:59:50.479411482Z,2025-07-17T13:59:50.479411482Z,10,2,1108,C,B,9,12.36,100,0,165502,96389821,13.12,2,1,14.5,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,12.37,700,1,15.14,700,1,12.36,100,1,15.16,100,1,ARL,43787977
398,2025-07-17T13:59:50.479411482Z,2025-07-17T13:59:50.479411482Z,10,2,1108,A,B,4,12.51,100,130,165502,96389821,13.12,2,1,14.5,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.51,100,1,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,12.37,700,1,15.16,100,1,ARL,115474337
399,2025-07-17T13:59:50.480698233Z,2025-07-17T13:59:50.480698233Z,10,2,1108,C,B,10,12.36,100,0,165404,96389845,13.12,2,1,14.5,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.51,100,1,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,12.37,700,1,15.16,100,1,ARL,43781537
400,2025-07-17T13:59:50.480698233Z,2025-07-17T13:59:50.480698233Z,10,2,1108,A,B,4,12.51,100,130,165404,96389845,13.12,2,1,14.5,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.51,200,2,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,12.37,700,1,15.16,100,1,ARL,115474357
401,2025-07-17T14:00:00.062872132Z,2025-07-17T14:00:00.062872132Z,10,2,1108,A,B,1,13.11,100,130,165314,96673952,13.12,2,1,14.5,2,1,13.11,100,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.51,200,2,14.99,700,1,12.47,100,1,15.07,700,1,12.46,100,1,15.09,100,1,12.43,700,1,15.14,700,1,12.42,700,1,15.16,100,1,ARL,115813253
402,2025-07-17T14:00:00.062890891Z,2025-07-17T14:00:00.062890891Z,10,2,1108,A,A,1,14.51,100,130,165309,96673954,13.12,2,1,14.5,2,1,13.11,100,1,14.51,100,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.51,200,2,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,ARL,115813261
403,2025-07-17T14:02:01.157819863Z,2025-07-17T14:02:01.157819863Z,10,2,1108,C,B,0,13.12,2,0,165739,101310413,13.11,100,1,14.5,2,1,12.99,100,1,14.51,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.51,200,2,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,12.37,700,1,15.14,700,1,ARL,111169049
404,2025-07-17T14:02:01.157819863Z,2025-07-17T14:02:01.157819863Z,10,2,1108,A,B,0,13.26,2,130,165739,101310413,13.26,2,1,14.5,2,1,13.11,100,1,14.51,100,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.51,200,2,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,ARL,121098337
405,2025-07-17T14:02:01.157820985Z,2025-07-17T14:02:01.157820985Z,10,2,1108,C,A,0,14.5,2,0,165514,101310414,13.26,2,1,14.51,100,1,13.11,100,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.51,200,2,14.99,700,1,12.47,100,1,15.07,700,1,12.46,100,1,15.09,100,1,12.43,700,1,15.14,700,1,12.42,700,1,15.16,100,1,ARL,111347121
406,2025-07-17T14:02:01.157820985Z,2025-07-17T14:02:01.157820985Z,10,2,1108,A,A,0,14.36,2,130,165514,101310414,13.26,2,1,14.36,2,1,13.11,100,1,14.51,100,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.51,200,2,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,ARL,121098341
407,2025-07-17T14:02:01.283363185Z,2025-07-17T14:02:01.283363185Z,10,2,1108,C,B,1,13.11,100,0,165653,101317376,13.26,2,1,14.36,2,1,12.99,100,1,14.51,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.51,200,2,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,12.37,700,1,15.14,700,1,ARL,115813253
408,2025-07-17T14:02:01.283363185Z,2025-07-17T14:02:01.283363185Z,10,2,1108,A,B,1,13.25,100,130,165653,101317376,13.26,2,1,14.36,2,1,13.25,100,1,14.51,100,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.51,200,2,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,ARL,121107957
409,2025-07-17T14:02:01.283378637Z,2025-07-17T14:02:01.283378637Z,10,2,1108,C,A,1,14.51,100,0,165951,101317377,13.26,2,1,14.36,2,1,13.25,100,1,14.59,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.95,700,1,12.51,200,2,14.99,700,1,12.47,100,1,15.07,700,1,12.46,100,1,15.09,100,1,12.43,700,1,15.14,700,1,12.42,700,1,15.16,100,1,ARL,115813261
410,2025-07-17T14:02:01.283378637Z,2025-07-17T14:02:01.283378637Z,10,2,1108,A,A,1,14.37,100,130,165951,101317377,13.26,2,1,14.36,2,1,13.25,100,1,14.37,100,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.51,200,2,14.95,700,1,12.47,100,1,14.99,700,1,12.46,100,1,15.07,700,1,12.43,700,1,15.09,100,1,12.42,700,1,15.14,700,1,ARL,121107961
411,2025-07-17T14:04:21.248740930Z,2025-07-17T14:04:21.248740930Z,10,2,1108,A,A,0,14.35,1,130,165388,106336852,13.26,2,1,14.35,1,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.51,200,2,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,ARL,126872197
412,2025-07-17T14:04:21.250160548Z,2025-07-17T14:04:21.250160548Z,10,2,1108,C,B,5,12.51,100,0,165352,106336976,13.26,2,1,14.35,1,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.51,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,ARL,115474357
413,2025-07-17T14:04:21.250632048Z,2025-07-17T14:04:21.250632048Z,10,2,1108,C,B,5,12.51,100,0,165693,106337002,13.26,2,1,14.35,1,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.87,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.09,100,1,ARL,115474337
414,2025-07-17T14:04:21.250632048Z,2025-07-17T14:04:21.250632048Z,10,2,1108,A,B,10,12.36,100,130,165693,106337002,13.26,2,1,14.35,1,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.87,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.09,100,1,ARL,126872361
415,2025-07-17T14:04:21.350041949Z,2025-07-17T14:04:21.350041949Z,10,2,1108,C,A,0,14.35,1,128,165990,106339204,13.26,2,1,14.36,2,1,13.25,100,1,14.37,100,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.99,700,1,12.43,700,1,15.07,700,1,12.42,700,1,15.09,100,1,12.37,700,1,15.14,700,1,ARL,126872197
416,2025-07-17T14:05:10.258689253Z,2025-07-17T14:05:10.258689253Z,10,2,1108,A,A,0,14.08,1,130,166356,107833096,13.26,2,1,14.08,1,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.87,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.09,100,1,ARL,128570149
417,2025-07-17T14:05:10.259348471Z,2025-07-17T14:05:10.259348471Z,10,2,1108,A,A,7,14.98,100,130,165405,107833168,13.26,2,1,14.08,1,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.87,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,100,1,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,128570229
418,2025-07-17T14:05:10.259729446Z,2025-07-17T14:05:10.259729446Z,10,2,1108,A,A,7,14.98,100,130,165790,107833188,13.26,2,1,14.08,1,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.87,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,128570237
419,2025-07-17T14:05:10.262295631Z,2025-07-17T14:05:10.262295631Z,10,2,1108,C,A,2,14.37,100,0,166232,107833310,13.26,2,1,14.08,1,1,13.25,100,1,14.36,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.98,200,2,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.09,100,1,ARL,121107961
420,2025-07-17T14:05:10.262295631Z,2025-07-17T14:05:10.262295631Z,10,2,1108,A,A,1,14.09,100,130,166232,107833310,13.26,2,1,14.08,1,1,13.25,100,1,14.09,100,1,12.99,100,1,14.36,2,1,12.73,100,1,14.59,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.87,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,128570317
421,2025-07-17T14:05:10.262701351Z,2025-07-17T14:05:10.262701351Z,10,2,1108,C,A,0,14.08,1,130,165176,107833359,13.26,2,1,14.09,100,1,13.25,100,1,14.36,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.98,200,2,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.09,100,1,ARL,128570149
422,2025-07-17T14:05:10.264329670Z,2025-07-17T14:05:10.264329670Z,10,2,1108,A,A,9,15.08,100,130,165408,107833404,13.26,2,1,14.09,100,1,13.25,100,1,14.36,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.98,200,2,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.08,100,1,ARL,128570449
423,2025-07-17T14:05:10.264425026Z,2025-07-17T14:05:10.264425026Z,10,2,1108,C,A,10,15.09,100,130,165292,107833406,13.26,2,1,14.09,100,1,13.25,100,1,14.36,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.98,200,2,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.08,100,1,ARL,84650629
424,2025-07-17T14:05:10.264550510Z,2025-07-17T14:05:10.264550510Z,10,2,1108,A,A,5,14.89,100,130,165213,107833407,13.26,2,1,14.09,100,1,13.25,100,1,14.36,2,1,12.99,100,1,14.59,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.89,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,128570453
425,2025-07-17T14:05:10.269777131Z,2025-07-17T14:05:10.269777131Z,10,2,1108,C,A,2,14.59,100,128,165920,107833716,13.26,2,1,14.09,100,1,13.25,100,1,14.36,2,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.89,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.98,200,2,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.08,100,1,ARL,84629329
426,2025-07-17T14:05:10.269832842Z,2025-07-17T14:05:10.269832842Z,10,2,1108,A,A,2,14.37,100,130,165118,107833720,13.26,2,1,14.09,100,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.89,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,128570621
427,2025-07-17T14:05:10.342817229Z,2025-07-17T14:05:10.342817229Z,10,2,1108,A,A,10,15.08,100,130,165568,107837761,13.26,2,1,14.09,100,1,13.25,100,1,14.36,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.89,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,128573957
428,2025-07-17T14:05:31.418575692Z,2025-07-17T14:05:31.418575692Z,10,2,1108,C,A,1,14.36,2,0,165670,108664911,13.26,2,1,14.09,100,1,13.25,100,1,14.37,100,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.89,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.98,200,2,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.08,200,2,ARL,121098341
429,2025-07-17T14:05:31.418575692Z,2025-07-17T14:05:31.418575692Z,10,2,1108,A,A,1,14.26,2,130,165670,108664911,13.26,2,1,14.09,100,1,13.25,100,1,14.26,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.89,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,129518753
430,2025-07-17T14:06:01.385840471Z,2025-07-17T14:06:01.385840471Z,10,2,1108,C,B,0,13.26,2,0,165588,109685525,13.25,100,1,14.09,100,1,12.99,100,1,14.26,2,1,12.73,100,1,14.37,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.87,100,1,12.46,100,1,14.89,100,1,12.43,700,1,14.95,700,1,12.42,700,1,14.98,200,2,12.37,700,1,14.99,700,1,12.36,200,2,15.07,700,1,ARL,121098337
431,2025-07-17T14:06:01.385840471Z,2025-07-17T14:06:01.385840471Z,10,2,1108,A,B,1,13.15,2,130,165588,109685525,13.25,100,1,14.09,100,1,13.15,2,1,14.26,2,1,12.99,100,1,14.37,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.89,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,130693973
432,2025-07-17T14:13:11.358751092Z,2025-07-17T14:13:11.358751092Z,10,2,1108,C,A,2,14.37,100,130,165534,123938202,13.25,100,1,14.09,100,1,13.15,2,1,14.26,2,1,12.99,100,1,14.83,100,1,12.73,100,1,14.87,100,1,12.67,100,1,14.89,100,1,12.47,100,1,14.95,700,1,12.46,100,1,14.98,200,2,12.43,700,1,14.99,700,1,12.42,700,1,15.07,700,1,12.37,700,1,15.08,200,2,ARL,128570621
433,2025-07-17T14:13:11.358802966Z,2025-07-17T14:13:11.358802966Z,10,2,1108,A,A,2,14.28,100,130,165690,123938203,13.25,100,1,14.09,100,1,13.15,2,1,14.26,2,1,12.99,100,1,14.28,100,1,12.73,100,1,14.83,100,1,12.67,100,1,14.87,100,1,12.47,100,1,14.89,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,146956357
434,2025-07-17T14:13:11.423316840Z,2025-07-17T14:13:11.423316840Z,10,2,1108,A,A,3,14.56,100,130,165483,123940437,13.25,100,1,14.09,100,1,13.15,2,1,14.26,2,1,12.99,100,1,14.28,100,1,12.73,100,1,14.56,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.87,100,1,12.46,100,1,14.89,100,1,12.43,700,1,14.95,700,1,12.42,700,1,14.98,200,2,12.37,700,1,14.99,700,1,ARL,146960005
435,2025-07-17T14:13:11.423317922Z,2025-07-17T14:13:11.423317922Z,10,2,1108,C,A,5,14.87,100,130,165509,123940438,13.25,100,1,14.09,100,1,13.15,2,1,14.26,2,1,12.99,100,1,14.28,100,1,12.73,100,1,14.56,100,1,12.67,100,1,14.83,100,1,12.47,100,1,14.89,100,1,12.46,100,1,14.95,700,1,12.43,700,1,14.98,200,2,12.42,700,1,14.99,700,1,12.37,700,1,15.07,700,1,ARL,84708037
